Timestamp,roll
2020-08-02 19:56:42,9.6
2020-08-02 19:56:43,11.9
2020-08-02 19:56:44,2.1
2020-08-02 19:56:45,-22.9
2020-08-02 19:56:46,-36.2
2020-08-02 19:56:47,-39.5
2020-08-02 19:56:48,-39.8
2020-08-02 19:56:49,-40.2
2020-08-02 19:56:50,-40.3
2020-08-02 19:56:51,-40.1
2020-08-02 19:56:52,-39.1
2020-08-02 19:56:53,-35.4
2020-08-02 19:56:54,-29.8
2020-08-02 19:56:55,-22
2020-08-02 19:56:56,-16.1
2020-08-02 19:56:57,-9.6
2020-08-02 19:56:58,-4.9
2020-08-02 19:56:59,-1.3
2020-08-02 19:57:00,-6.2
2020-08-02 19:57:01,-6.9
2020-08-02 19:57:02,0
2020-08-02 19:57:03,5.7
2020-08-02 19:57:04,10.2
2020-08-02 19:57:05,11.8
2020-08-02 19:57:06,11.1
2020-08-02 19:57:07,9.9
2020-08-02 19:57:08,7.8
2020-08-02 19:57:09,5.8
2020-08-02 19:57:10,3.8
2020-08-02 19:57:11,1.8
2020-08-02 19:57:12,0.1
2020-08-02 19:57:13,-1.1
2020-08-02 19:57:14,-1.8
2020-08-02 19:57:15,-2.3
2020-08-02 19:57:16,-2.5
2020-08-02 19:57:17,-2.4
2020-08-02 19:57:18,-2.7
2020-08-02 19:57:19,-28.7
2020-08-02 19:57:20,-34.7
2020-08-02 19:57:21,-34.2
2020-08-02 19:57:22,-32.1
2020-08-02 19:57:23,-27.3
2020-08-02 19:57:24,-17.9
2020-08-02 19:57:25,-8.4
2020-08-02 19:57:26,-1
2020-08-02 19:57:27,0.6
2020-08-02 19:57:28,-29.6
2020-08-02 19:57:29,-38.2
2020-08-02 19:57:30,-38.5
2020-08-02 19:57:31,-38.3
2020-08-02 19:57:32,-38.1
2020-08-02 19:57:33,-37.6
2020-08-02 19:57:34,-34.6
2020-08-02 19:57:35,-28.1
2020-08-02 19:57:36,-22.4
2020-08-02 19:57:37,-15.5
2020-08-02 19:57:38,-10.6
2020-08-02 19:57:39,-29.2
2020-08-02 19:57:40,-34.6
2020-08-02 19:57:41,-36.8
2020-08-02 19:57:42,-37.7
2020-08-02 19:57:43,-38
2020-08-02 19:57:44,-38
2020-08-02 19:57:45,-31.3
2020-08-02 19:57:46,-21.9
2020-08-02 19:57:47,-5.6
2020-08-02 19:57:48,8.8
2020-08-02 19:57:49,17
2020-08-02 19:57:50,20.2
2020-08-02 19:57:51,20.1
2020-08-02 19:57:52,18.2
2020-08-02 19:57:53,15.5
2020-08-02 19:57:54,13.1
2020-08-02 19:57:55,11.3
2020-08-02 19:57:56,10.1
2020-08-02 19:57:57,9.2
2020-08-02 19:57:58,8.8
2020-08-02 19:57:59,8.1
2020-08-02 19:58:00,6.5
2020-08-02 19:58:01,5.2
2020-08-02 19:58:02,4.6
2020-08-02 19:58:03,4.6
2020-08-02 19:58:04,5
2020-08-02 19:58:05,5.6
2020-08-02 19:58:06,6
2020-08-02 19:58:07,-4.2
2020-08-02 19:58:08,-30.3
2020-08-02 19:58:09,-35.2
2020-08-02 19:58:10,-34.6
2020-08-02 19:58:11,-33.9
2020-08-02 19:58:12,-33.7
2020-08-02 19:58:13,-33.6
2020-08-02 19:58:14,-32.5
2020-08-02 19:58:15,-29
2020-08-02 19:58:16,-24.2
2020-08-02 19:58:17,-18.4
2020-08-02 19:58:18,-14.2
2020-08-02 19:58:19,-12
2020-08-02 19:58:20,-11.1
2020-08-02 19:58:21,-9.8
2020-08-02 19:58:22,-6.9
2020-08-02 19:58:23,-4.7
2020-08-02 19:58:24,-3.8
2020-08-02 19:58:25,-3.9
2020-08-02 19:58:26,-4.7
2020-08-02 19:58:27,-5.6
2020-08-02 19:58:28,-6.6
2020-08-02 19:58:29,-7.4
2020-08-02 19:58:30,-8
2020-08-02 19:58:31,-8.3
2020-08-02 19:58:32,-8.6
2020-08-02 19:58:33,-8.6
2020-08-02 19:58:34,-8.8
2020-08-02 19:58:35,-8.9
2020-08-02 19:58:36,-8.7
2020-08-02 19:58:37,-8.7
2020-08-02 19:58:38,-8.7
