Timestamp,gps.lat,gps.lon
2020-08-02 14:20:26.805,43.945155,-78.8968509
2020-08-02 14:20:27.804,43.945155,-78.8968509
2020-08-02 14:20:28.806,43.9451548,-78.8968507
2020-08-02 14:20:29.804,43.9451547,-78.8968511
2020-08-02 14:20:30.805,43.9451549,-78.8968517
2020-08-02 14:20:31.820,43.9451554,-78.8968517
2020-08-02 14:20:32.804,43.9451558,-78.8968514
2020-08-02 14:20:33.807,43.9451557,-78.8968512
2020-08-02 14:20:34.807,43.9451553,-78.896851
2020-08-02 14:20:35.807,43.9451549,-78.8968513
2020-08-02 14:20:36.807,43.9451549,-78.8968516
2020-08-02 14:20:37.807,43.9451553,-78.8968516
2020-08-02 14:20:38.806,43.9451558,-78.8968513
2020-08-02 14:20:39.807,43.9451562,-78.896851
2020-08-02 14:20:40.808,43.9451563,-78.8968509
2020-08-02 14:20:41.808,43.9451564,-78.8968508
2020-08-02 14:20:42.808,43.9451565,-78.8968509
2020-08-02 14:20:43.807,43.9451565,-78.8968512
2020-08-02 14:20:44.809,43.9451563,-78.8968513
2020-08-02 14:20:45.808,43.9451564,-78.8968514
2020-08-02 14:20:46.810,43.9451563,-78.8968515
2020-08-02 14:20:47.810,43.9451563,-78.8968514
2020-08-02 14:20:48.811,43.9451559,-78.8968515
2020-08-02 14:20:49.811,43.9451554,-78.8968516
2020-08-02 14:20:50.811,43.9451548,-78.896852
2020-08-02 14:20:51.811,43.9451544,-78.8968523
2020-08-02 14:20:52.812,43.9451543,-78.8968524
2020-08-02 14:20:53.829,43.9451544,-78.896853
2020-08-02 14:20:54.829,43.9451609,-78.896869
2020-08-02 14:20:55.830,43.9451808,-78.89692
2020-08-02 14:20:56.813,43.9452081,-78.8969744
2020-08-02 14:20:57.813,43.9452403,-78.8970249
2020-08-02 14:20:58.818,43.9452745,-78.8970732
2020-08-02 14:20:59.813,43.9453055,-78.8971182
2020-08-02 14:21:00.814,43.9453337,-78.8971638
2020-08-02 14:21:01.815,43.945361,-78.8972121
2020-08-02 14:21:02.804,43.9453886,-78.8972621
2020-08-02 14:21:03.815,43.9454162,-78.8973119
2020-08-02 14:21:04.818,43.9454383,-78.8973521
2020-08-02 14:21:05.804,43.9454656,-78.897402
2020-08-02 14:21:06.804,43.9454935,-78.8974535
2020-08-02 14:21:07.817,43.9455214,-78.8975045
2020-08-02 14:21:08.804,43.9455497,-78.8975551
2020-08-02 14:21:09.817,43.9455776,-78.8976043
2020-08-02 14:21:10.819,43.9456055,-78.8976539
2020-08-02 14:21:11.805,43.9456335,-78.8977044
2020-08-02 14:21:12.818,43.9456621,-78.8977558
2020-08-02 14:21:13.819,43.9456905,-78.8978063
2020-08-02 14:21:14.818,43.9457132,-78.8978459
2020-08-02 14:21:15.819,43.9457411,-78.8978948
2020-08-02 14:21:16.820,43.9457694,-78.897945
2020-08-02 14:21:17.819,43.9457979,-78.8979956
2020-08-02 14:21:18.804,43.9458265,-78.8980456
2020-08-02 14:21:19.804,43.9458549,-78.898095
2020-08-02 14:21:20.820,43.9458827,-78.8981438
2020-08-02 14:21:21.805,43.9459111,-78.8981939
2020-08-02 14:21:22.805,43.9459394,-78.8982447
2020-08-02 14:21:23.821,43.945968,-78.8982956
2020-08-02 14:21:24.805,43.9459959,-78.8983456
2020-08-02 14:21:25.822,43.946018,-78.8983859
2020-08-02 14:21:26.822,43.9460455,-78.8984366
2020-08-02 14:21:27.823,43.9460736,-78.8984882
2020-08-02 14:21:28.823,43.9461018,-78.8985389
2020-08-02 14:21:29.823,43.9461301,-78.8985892
2020-08-02 14:21:30.823,43.946158,-78.8986384
2020-08-02 14:21:31.824,43.9461862,-78.8986882
2020-08-02 14:21:32.808,43.946215,-78.8987393
2020-08-02 14:21:33.808,43.9462437,-78.8987897
2020-08-02 14:21:34.808,43.9462721,-78.8988397
2020-08-02 14:21:35.810,43.9462945,-78.8988792
2020-08-02 14:21:36.826,43.9463222,-78.8989287
2020-08-02 14:21:37.809,43.9463506,-78.8989797
2020-08-02 14:21:38.810,43.9463794,-78.8990308
2020-08-02 14:21:39.826,43.9464076,-78.8990806
2020-08-02 14:21:40.828,43.9464358,-78.8991302
2020-08-02 14:21:41.811,43.9464637,-78.8991795
2020-08-02 14:21:42.828,43.9464922,-78.89923
2020-08-02 14:21:43.830,43.9465207,-78.8992803
2020-08-02 14:21:44.813,43.9465492,-78.8993302
2020-08-02 14:21:45.813,43.9465715,-78.8993694
2020-08-02 14:21:46.813,43.9465996,-78.899419
2020-08-02 14:21:47.829,43.9466279,-78.8994694
2020-08-02 14:21:48.814,43.9466566,-78.8995203
2020-08-02 14:21:49.831,43.946685,-78.89957
2020-08-02 14:21:50.831,43.9467132,-78.8996192
2020-08-02 14:21:51.831,43.9467414,-78.8996687
2020-08-02 14:21:52.817,43.9467698,-78.8997193
2020-08-02 14:21:53.815,43.9467984,-78.8997702
2020-08-02 14:21:54.804,43.9468266,-78.8998201
2020-08-02 14:21:55.804,43.9468547,-78.8998698
2020-08-02 14:21:56.817,43.9468787,-78.8999096
2020-08-02 14:21:57.818,43.9468901,-78.8999253
2020-08-02 14:21:58.820,43.9468966,-78.8999332
2020-08-02 14:21:59.818,43.9468862,-78.8999357
2020-08-02 14:22:00.818,43.9468547,-78.8999345
2020-08-02 14:22:01.819,43.9468073,-78.8999331
2020-08-02 14:22:02.804,43.9467592,-78.8999351
2020-08-02 14:22:03.804,43.9467128,-78.8999392
2020-08-02 14:22:04.804,43.9466677,-78.8999444
2020-08-02 14:22:05.819,43.9466229,-78.899948
2020-08-02 14:22:06.820,43.9465772,-78.8999498
2020-08-02 14:22:07.820,43.9465312,-78.8999508
2020-08-02 14:22:08.821,43.9464857,-78.8999513
2020-08-02 14:22:09.821,43.9464495,-78.8999515
2020-08-02 14:22:10.821,43.9464039,-78.8999516
2020-08-02 14:22:11.822,43.9463575,-78.8999514
2020-08-02 14:22:12.806,43.9463111,-78.8999509
2020-08-02 14:22:13.808,43.9462653,-78.8999506
2020-08-02 14:22:14.806,43.9462202,-78.8999502
2020-08-02 14:22:15.823,43.9461755,-78.8999496
2020-08-02 14:22:16.823,43.9461295,-78.8999491
2020-08-02 14:22:17.824,43.946083,-78.8999488
2020-08-02 14:22:18.824,43.9460374,-78.8999487
2020-08-02 14:22:19.808,43.9460009,-78.8999491
2020-08-02 14:22:20.828,43.945956,-78.8999496
2020-08-02 14:22:21.825,43.9459103,-78.8999498
2020-08-02 14:22:22.825,43.9458637,-78.89995
2020-08-02 14:22:23.825,43.9458177,-78.8999501
2020-08-02 14:22:24.826,43.9457725,-78.8999504
2020-08-02 14:22:25.827,43.9457271,-78.8999506
2020-08-02 14:22:26.827,43.9456805,-78.8999508
2020-08-02 14:22:27.827,43.9456341,-78.899951
2020-08-02 14:22:28.829,43.9455886,-78.8999512
2020-08-02 14:22:29.812,43.9455528,-78.8999485
2020-08-02 14:22:30.812,43.9455109,-78.899932
2020-08-02 14:22:31.812,43.9454673,-78.8999151
2020-08-02 14:22:32.829,43.9454224,-78.8998997
2020-08-02 14:22:33.829,43.9453773,-78.8998851
2020-08-02 14:22:34.829,43.9453325,-78.8998709
2020-08-02 14:22:35.830,43.9452878,-78.8998569
