Timestamp,gps.lat,gps.lon
2020-08-02 13:54:55.808,43.9451549,-78.896851
2020-08-02 13:54:56.810,43.9451549,-78.896851
2020-08-02 13:54:57.809,43.9451546,-78.8968511
2020-08-02 13:54:58.810,43.9451544,-78.8968516
2020-08-02 13:54:59.811,43.9451542,-78.8968519
2020-08-02 13:55:00.811,43.9451543,-78.8968517
2020-08-02 13:55:01.810,43.9451546,-78.8968512
2020-08-02 13:55:02.812,43.9451548,-78.8968506
2020-08-02 13:55:03.812,43.9451548,-78.8968504
2020-08-02 13:55:04.804,43.9451545,-78.8968505
2020-08-02 13:55:05.813,43.9451544,-78.8968506
2020-08-02 13:55:06.813,43.9451546,-78.8968504
2020-08-02 13:55:07.813,43.9451548,-78.8968503
2020-08-02 13:55:08.814,43.945155,-78.89685
2020-08-02 13:55:09.804,43.9451552,-78.8968497
2020-08-02 13:55:10.814,43.9451553,-78.8968494
2020-08-02 13:55:11.815,43.945155,-78.8968494
2020-08-02 13:55:12.815,43.9451547,-78.8968493
2020-08-02 13:55:13.804,43.9451544,-78.8968496
2020-08-02 13:55:14.805,43.9451542,-78.8968499
2020-08-02 13:55:15.804,43.9451543,-78.8968501
2020-08-02 13:55:16.805,43.9451545,-78.89685
2020-08-02 13:55:17.808,43.9451547,-78.8968498
2020-08-02 13:55:18.805,43.9451548,-78.8968497
2020-08-02 13:55:19.805,43.9451547,-78.8968497
2020-08-02 13:55:20.805,43.9451546,-78.8968498
2020-08-02 13:55:21.804,43.9451545,-78.8968502
2020-08-02 13:55:22.810,43.9451552,-78.8968519
2020-08-02 13:55:23.806,43.9451669,-78.8968813
2020-08-02 13:55:24.805,43.9451904,-78.8969363
2020-08-02 13:55:25.805,43.9452192,-78.8969886
2020-08-02 13:55:26.805,43.9452512,-78.8970403
2020-08-02 13:55:27.804,43.945283,-78.8970902
2020-08-02 13:55:28.820,43.9453065,-78.8971279
2020-08-02 13:55:29.807,43.9453348,-78.8971746
2020-08-02 13:55:30.805,43.9453625,-78.8972231
2020-08-02 13:55:31.805,43.9453905,-78.8972727
2020-08-02 13:55:32.804,43.9454186,-78.8973222
2020-08-02 13:55:33.821,43.9454464,-78.8973713
2020-08-02 13:55:34.806,43.9454741,-78.8974203
2020-08-02 13:55:35.822,43.9455021,-78.8974705
2020-08-02 13:55:36.804,43.9455305,-78.8975213
2020-08-02 13:55:37.823,43.9455588,-78.8975713
2020-08-02 13:55:38.809,43.9455815,-78.897611
2020-08-02 13:55:39.804,43.9456091,-78.8976599
2020-08-02 13:55:40.808,43.9456373,-78.89771
2020-08-02 13:55:41.804,43.9456659,-78.8977607
2020-08-02 13:55:42.804,43.9456946,-78.8978109
2020-08-02 13:55:43.804,43.9457231,-78.8978605
2020-08-02 13:55:44.804,43.9457513,-78.8979096
2020-08-02 13:55:45.809,43.9457795,-78.8979595
2020-08-02 13:55:46.804,43.9458079,-78.89801
2020-08-02 13:55:47.808,43.94583,-78.8980493
2020-08-02 13:55:48.804,43.9458578,-78.8980993
2020-08-02 13:55:49.811,43.9458861,-78.89815
2020-08-02 13:55:50.814,43.9459146,-78.8982012
2020-08-02 13:55:51.811,43.9459428,-78.8982512
2020-08-02 13:55:52.812,43.9459707,-78.8983009
2020-08-02 13:55:53.804,43.9459988,-78.8983509
2020-08-02 13:55:54.804,43.9460272,-78.8984016
2020-08-02 13:55:55.804,43.946056,-78.8984526
2020-08-02 13:55:56.804,43.9460843,-78.8985027
2020-08-02 13:55:57.830,43.9461068,-78.8985426
2020-08-02 13:55:58.804,43.9461344,-78.8985919
2020-08-02 13:55:59.813,43.9461624,-78.8986428
2020-08-02 13:56:00.805,43.9461906,-78.8986937
2020-08-02 13:56:01.808,43.9462193,-78.8987443
2020-08-02 13:56:02.804,43.9462476,-78.8987936
2020-08-02 13:56:03.805,43.9462757,-78.898843
2020-08-02 13:56:04.804,43.946304,-78.8988932
2020-08-02 13:56:05.804,43.9463326,-78.8989442
2020-08-02 13:56:06.804,43.946361,-78.8989946
2020-08-02 13:56:07.804,43.9463835,-78.8990341
2020-08-02 13:56:08.818,43.9464114,-78.8990831
2020-08-02 13:56:09.806,43.9464399,-78.8991336
2020-08-02 13:56:10.819,43.9464685,-78.8991845
2020-08-02 13:56:11.804,43.9464971,-78.8992346
2020-08-02 13:56:12.818,43.9465255,-78.8992841
2020-08-02 13:56:13.819,43.9465533,-78.8993328
2020-08-02 13:56:14.808,43.9465818,-78.8993833
2020-08-02 13:56:15.807,43.9466102,-78.8994341
2020-08-02 13:56:16.804,43.9466386,-78.8994848
2020-08-02 13:56:17.804,43.9466664,-78.8995347
2020-08-02 13:56:18.804,43.9466884,-78.8995748
2020-08-02 13:56:19.804,43.9467157,-78.8996253
2020-08-02 13:56:20.804,43.9467439,-78.8996771
2020-08-02 13:56:21.804,43.9467721,-78.8997282
2020-08-02 13:56:22.822,43.9468005,-78.8997788
2020-08-02 13:56:23.804,43.9468284,-78.8998282
2020-08-02 13:56:24.804,43.9468564,-78.8998782
2020-08-02 13:56:25.808,43.9468804,-78.8999171
2020-08-02 13:56:26.810,43.9468934,-78.8999336
2020-08-02 13:56:27.804,43.9468953,-78.8999386
2020-08-02 13:56:28.810,43.9468812,-78.899939
2020-08-02 13:56:29.825,43.9468449,-78.899937
2020-08-02 13:56:30.809,43.9467939,-78.899936
2020-08-02 13:56:31.804,43.946744,-78.8999382
2020-08-02 13:56:32.804,43.9466973,-78.8999429
2020-08-02 13:56:33.804,43.9466527,-78.8999474
2020-08-02 13:56:34.810,43.946609,-78.8999498
2020-08-02 13:56:35.808,43.9465642,-78.8999504
2020-08-02 13:56:36.810,43.9465194,-78.8999505
2020-08-02 13:56:37.811,43.9464743,-78.8999504
2020-08-02 13:56:38.804,43.946439,-78.8999503
2020-08-02 13:56:39.804,43.9463941,-78.8999499
2020-08-02 13:56:40.804,43.9463483,-78.899949
2020-08-02 13:56:41.804,43.9463021,-78.8999485
2020-08-02 13:56:42.804,43.9462565,-78.8999485
2020-08-02 13:56:43.804,43.9462113,-78.8999486
2020-08-02 13:56:44.805,43.9461658,-78.8999488
2020-08-02 13:56:45.804,43.9461198,-78.8999488
2020-08-02 13:56:46.804,43.9460734,-78.8999488
2020-08-02 13:56:47.804,43.9460279,-78.8999491
2020-08-02 13:56:48.804,43.9459827,-78.8999494
2020-08-02 13:56:49.804,43.9459378,-78.8999497
2020-08-02 13:56:50.811,43.9459015,-78.8999496
2020-08-02 13:56:51.807,43.9458554,-78.899949
2020-08-02 13:56:52.804,43.9458084,-78.8999486
2020-08-02 13:56:53.804,43.9457611,-78.8999487
2020-08-02 13:56:54.818,43.9457145,-78.8999494
2020-08-02 13:56:55.804,43.9456686,-78.8999503
2020-08-02 13:56:56.820,43.9456232,-78.899951
2020-08-02 13:56:57.805,43.9455781,-78.8999516
2020-08-02 13:56:58.811,43.9455347,-78.8999418
2020-08-02 13:56:59.805,43.9454909,-78.8999234
2020-08-02 13:57:00.811,43.9454459,-78.8999066
2020-08-02 13:57:01.811,43.9454008,-78.8998917
2020-08-02 13:57:02.813,43.9453648,-78.8998805
2020-08-02 13:57:03.811,43.9453198,-78.8998667
2020-08-02 13:57:04.807,43.9452742,-78.8998526
2020-08-02 13:57:05.804,43.9452286,-78.8998383
2020-08-02 13:57:06.804,43.9451838,-78.8998242
2020-08-02 13:57:07.804,43.94514,-78.8998102
2020-08-02 13:57:08.805,43.9450963,-78.8997959
2020-08-02 13:57:09.804,43.9450516,-78.8997811
2020-08-02 13:57:10.804,43.9450066,-78.8997662
2020-08-02 13:57:11.804,43.9449626,-78.8997517
2020-08-02 13:57:12.804,43.9449272,-78.8997403
2020-08-02 13:57:13.804,43.9448835,-78.8997262
2020-08-02 13:57:14.804,43.9448389,-78.8997114
2020-08-02 13:57:15.810,43.9447936,-78.8996965
2020-08-02 13:57:16.805,43.9447489,-78.8996816
2020-08-02 13:57:17.804,43.9447048,-78.8996671
2020-08-02 13:57:18.806,43.9446606,-78.8996528
2020-08-02 13:57:19.812,43.9446154,-78.8996381
2020-08-02 13:57:20.804,43.9445703,-78.8996233
2020-08-02 13:57:21.804,43.9445259,-78.8996089
2020-08-02 13:57:22.804,43.9444818,-78.8995948
2020-08-02 13:57:23.804,43.9444472,-78.8995837
2020-08-02 13:57:24.804,43.9444169,-78.899575
2020-08-02 13:57:25.804,43.9444022,-78.8995746
2020-08-02 13:57:26.813,43.9444006,-78.8995748
2020-08-02 13:57:27.813,43.9444202,-78.8995747
2020-08-02 13:57:28.812,43.9444595,-78.8995776
2020-08-02 13:57:29.804,43.9445082,-78.899581
2020-08-02 13:57:30.804,43.944556,-78.8995788
2020-08-02 13:57:31.804,43.9446022,-78.899574
2020-08-02 13:57:32.804,43.9446471,-78.89957
2020-08-02 13:57:33.804,43.9446824,-78.8995679
2020-08-02 13:57:34.804,43.9447277,-78.8995664
2020-08-02 13:57:35.804,43.9447736,-78.8995657
2020-08-02 13:57:36.804,43.9448194,-78.8995654
2020-08-02 13:57:37.804,43.9448651,-78.8995653
2020-08-02 13:57:38.804,43.9449107,-78.8995652
2020-08-02 13:57:39.804,43.9449572,-78.8995654
2020-08-02 13:57:40.805,43.9450039,-78.899566
2020-08-02 13:57:41.818,43.9450504,-78.8995665
2020-08-02 13:57:42.805,43.9450961,-78.8995666
2020-08-02 13:57:43.804,43.945132,-78.8995669
2020-08-02 13:57:44.804,43.9451775,-78.8995672
2020-08-02 13:57:45.804,43.9452238,-78.8995676
2020-08-02 13:57:46.804,43.9452699,-78.8995676
2020-08-02 13:57:47.805,43.9453157,-78.8995674
2020-08-02 13:57:48.804,43.945361,-78.899567
2020-08-02 13:57:49.807,43.9454062,-78.8995667
2020-08-02 13:57:50.807,43.9454526,-78.8995666
2020-08-02 13:57:51.805,43.9454991,-78.8995665
2020-08-02 13:57:52.812,43.945545,-78.8995662
2020-08-02 13:57:53.804,43.9455813,-78.8995661
2020-08-02 13:57:54.809,43.9456268,-78.8995661
2020-08-02 13:57:55.804,43.9456731,-78.8995663
2020-08-02 13:57:56.804,43.9457197,-78.8995665
2020-08-02 13:57:57.808,43.9457658,-78.8995662
2020-08-02 13:57:58.809,43.945811,-78.8995657
2020-08-02 13:57:59.807,43.9458559,-78.8995653
2020-08-02 13:58:00.808,43.945902,-78.8995652
2020-08-02 13:58:01.810,43.9459482,-78.8995653
2020-08-02 13:58:02.807,43.9459937,-78.8995655
2020-08-02 13:58:03.825,43.9460299,-78.8995659
2020-08-02 13:58:04.804,43.9460751,-78.8995664
2020-08-02 13:58:05.805,43.9461213,-78.8995668
2020-08-02 13:58:06.804,43.9461681,-78.8995671
2020-08-02 13:58:07.805,43.9462143,-78.8995668
2020-08-02 13:58:08.804,43.9462596,-78.8995663
2020-08-02 13:58:09.811,43.9463048,-78.8995659
2020-08-02 13:58:10.804,43.9463512,-78.8995656
2020-08-02 13:58:11.805,43.9463981,-78.8995651
2020-08-02 13:58:12.804,43.9464442,-78.8995644
2020-08-02 13:58:13.804,43.946481,-78.8995637
2020-08-02 13:58:14.804,43.9465259,-78.8995631
2020-08-02 13:58:15.806,43.946572,-78.899563
2020-08-02 13:58:16.812,43.9466186,-78.8995631
2020-08-02 13:58:17.804,43.9466645,-78.8995635
2020-08-02 13:58:18.804,43.9467096,-78.8995639
2020-08-02 13:58:19.805,43.9467543,-78.8995642
2020-08-02 13:58:20.804,43.9467999,-78.8995644
2020-08-02 13:58:21.815,43.946846,-78.8995646
2020-08-02 13:58:22.807,43.946892,-78.8995647
2020-08-02 13:58:23.816,43.9469352,-78.8995646
2020-08-02 13:58:24.804,43.9469565,-78.8995627
2020-08-02 13:58:25.810,43.9469709,-78.8995596
2020-08-02 13:58:26.804,43.9469857,-78.8995477
2020-08-02 13:58:27.812,43.9470009,-78.8994988
2020-08-02 13:58:28.805,43.9470144,-78.8994355
2020-08-02 13:58:29.806,43.9470272,-78.8993744
2020-08-02 13:58:30.804,43.9470392,-78.8993143
2020-08-02 13:58:31.806,43.9470511,-78.8992548
2020-08-02 13:58:32.805,43.9470583,-78.8992145
2020-08-02 13:58:33.804,43.9470591,-78.8991964
2020-08-02 13:58:34.804,43.9470574,-78.8991874
2020-08-02 13:58:35.804,43.9470329,-78.899175
2020-08-02 13:58:36.809,43.946987,-78.8991703
2020-08-02 13:58:37.813,43.9469396,-78.8991711
2020-08-02 13:58:38.804,43.9468946,-78.8991733
2020-08-02 13:58:39.804,43.946851,-78.8991758
2020-08-02 13:58:40.805,43.9468073,-78.8991775
2020-08-02 13:58:41.809,43.946762,-78.8991783
2020-08-02 13:58:42.805,43.9467161,-78.8991785
