Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,climbRate,altitudeRelative,altitudeAMSL,flightDistance,flightTime,distanceToHome,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery.voltage,battery.percentRemaining,battery.mahConsumed,battery.current,battery.temperature,battery.instantPower,battery.timeRemaining,battery.chargeState,battery2.voltage,battery2.percentRemaining,battery2.mahConsumed,battery2.current,battery2.temperature,battery2.instantPower,battery2.timeRemaining,battery2.chargeState,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,temperature.temperature1,temperature.temperature2,temperature.temperature3,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2020-08-02 15:18:04.809,-1.1,-1.1,98,0.2,0.1,0.2,0.0,1.2,-0.0,-0.0,50.1,0.0,00:00:00,0.0,249,--.--,--.--,0,0000:51:33,12.14,100,0,-1.00,--.--,-12.14,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:04,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.01,0.00,0.00,0.01,0.00,0.00,0.43,0.21,43.9451550,-78.8968510,17TPJ 68774 67931,0.0,0.0,23.0,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:05.812,-1.1,-1.1,98,-0.2,-0.3,0.1,0.0,2.8,-0.0,-0.0,50.1,0.0,00:00:00,0.0,249,--.--,--.--,23,0000:51:33,12.14,100,0,-1.00,--.--,-12.14,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:05,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.01,0.00,0.00,0.01,0.00,0.00,0.43,0.21,43.9451550,-78.8968510,17TPJ 68774 67931,0.0,0.0,23.0,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:06.811,-1.0,-0.3,98,4.0,8.1,0.1,0.0,-0.9,-0.0,-0.0,50.1,0.0,00:00:01,0.0,249,--.--,--.--,82,0000:51:33,12.13,99,0,-1.00,--.--,-12.13,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:06,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.01,0.00,0.00,0.01,0.00,0.00,0.43,0.21,43.9451549,-78.8968510,17TPJ 68774 67931,0.0,0.0,83.4,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:07.810,-0.3,-0.7,98,-3.6,-3.2,-0.1,0.1,4.2,0.6,0.3,50.4,0.0,00:00:02,0.0,249,--.--,--.--,88,0000:51:33,12.13,99,0,-1.00,--.--,-12.13,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:07,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.07,0.00,0.00,0.01,0.00,0.00,0.45,0.21,43.9451549,-78.8968510,17TPJ 68774 67931,0.0,0.0,83.4,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:08.805,-1.7,-1.6,98,-2.2,-1.4,-0.2,0.1,3.3,1.6,1.1,51.2,0.0,00:00:03,0.1,249,--.--,--.--,82,0000:51:33,12.10,98,0,-1.00,--.--,-12.10,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:08,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.07,0.00,0.00,0.01,0.00,0.00,0.45,0.21,43.9451549,-78.8968511,17TPJ 68774 67931,0.0,0.0,255.6,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:09.812,-2.0,-1.6,98,0.4,0.6,-0.9,0.1,1.5,1.3,2.1,52.3,0.0,00:00:04,0.1,249,--.--,--.--,83,0000:51:33,12.08,96,0,-1.00,--.--,-12.08,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:09,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.07,0.00,0.00,0.01,0.00,0.00,0.45,0.21,43.9451539,-78.8968523,17TPJ 68774 67931,0.0,0.0,213.5,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:10.805,-1.5,-1.4,97,1.1,-0.5,-0.7,0.1,-3.5,1.2,2.8,53.0,0.0,00:00:05,0.1,249,--.--,--.--,83,0000:51:33,12.08,96,0,-1.00,--.--,-12.08,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:10,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.00,0.01,0.00,0.00,0.00,0.44,0.21,43.9451539,-78.8968523,17TPJ 68774 67931,0.0,0.0,213.5,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:11.804,-1.1,-1.2,97,0.3,0.7,-0.2,0.1,2.9,1.1,3.6,53.7,0.0,00:00:06,0.1,249,--.--,--.--,84,0000:51:33,12.05,94,0,-1.00,--.--,-12.05,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:11,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.00,0.01,0.00,0.00,0.00,0.44,0.21,43.9451540,-78.8968522,17TPJ 68774 67931,0.0,0.0,43.1,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:12.812,-0.8,-1.0,96,0.3,0.1,-0.2,0.1,2.1,1.1,4.2,54.3,0.0,00:00:07,0.0,249,--.--,--.--,83,0000:51:33,12.02,93,0,-1.00,--.--,-12.02,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:12,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.00,0.01,0.00,0.00,0.00,0.44,0.21,43.9451547,-78.8968515,17TPJ 68774 67931,0.0,0.0,36.9,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2020-08-02 15:18:13.804,-0.8,-1.1,96,0.1,0.0,0.0,0.0,4.5,1.0,4.7,54.9,0.0,00:00:08,0.0,249,--.--,--.--,83,0000:51:33,12.02,93,0,-1.00,--.--,-12.02,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,15:18:13,2020-08-02,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0.00,--.--,--.--,true,true,true,true,true,true,false,false,true,true,false,false,0.03,0.00,0.01,0.00,0.00,0.00,0.44,0.21,43.9451547,-78.8968515,17TPJ 68774 67931,0.0,0.0,36.9,3,10,--.--,--.--,--.--,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
