Timestamp,roll
2020-08-02 10:13:06,-1.1
2020-08-02 10:13:07,0.5
2020-08-02 10:13:08,-0.9
2020-08-02 10:13:09,-1.2
2020-08-02 10:13:10,-1.4
2020-08-02 10:13:11,-1.4
2020-08-02 10:13:12,-1.4
2020-08-02 10:13:13,-1.4
2020-08-02 10:13:14,-0.9
2020-08-02 10:13:15,-1.1
2020-08-02 10:13:16,-1.1
2020-08-02 10:13:17,-1.1
2020-08-02 10:13:18,-1
2020-08-02 10:13:19,-0.9
2020-08-02 10:13:20,-1
2020-08-02 10:13:21,-1.1
2020-08-02 10:13:22,-1.2
2020-08-02 10:13:23,-1.3
2020-08-02 10:13:24,-1.4
2020-08-02 10:13:25,-1.2
2020-08-02 10:13:26,-1.2
2020-08-02 10:13:27,-1.2
2020-08-02 10:13:28,-1.3
2020-08-02 10:13:29,-1.1
2020-08-02 10:13:30,-1.2
2020-08-02 10:13:31,-1.1
2020-08-02 10:13:32,-1
2020-08-02 10:13:33,-22.5
2020-08-02 10:13:34,-2.6
2020-08-02 10:13:35,3.7
2020-08-02 10:13:36,5.1
2020-08-02 10:13:37,5.1
2020-08-02 10:13:38,4.7
2020-08-02 10:13:39,4.2
2020-08-02 10:13:40,3.8
2020-08-02 10:13:41,3.8
2020-08-02 10:13:42,3.8
2020-08-02 10:13:43,3.8
2020-08-02 10:13:44,3.8
2020-08-02 10:13:45,3.8
2020-08-02 10:13:46,3.8
2020-08-02 10:13:47,3.8
2020-08-02 10:13:48,3.9
2020-08-02 10:13:49,3.9
2020-08-02 10:13:50,3.9
2020-08-02 10:13:51,3.9
2020-08-02 10:13:52,3.9
2020-08-02 10:13:53,3.8
2020-08-02 10:13:54,3.9
2020-08-02 10:13:55,4
2020-08-02 10:13:56,4
2020-08-02 10:13:57,4.1
2020-08-02 10:13:58,4.2
2020-08-02 10:13:59,4.3
2020-08-02 10:14:00,4.4
2020-08-02 10:14:01,4.5
2020-08-02 10:14:02,4.4
2020-08-02 10:14:03,4.4
2020-08-02 10:14:04,4.3
2020-08-02 10:14:05,4.4
2020-08-02 10:14:06,4.5
2020-08-02 10:14:07,4.7
2020-08-02 10:14:08,4.7
2020-08-02 10:14:09,4.6
2020-08-02 10:14:10,4.6
2020-08-02 10:14:11,4.5
2020-08-02 10:14:12,4.7
