Timestamp,roll
2020-08-02 14:58:36,-1.1
2020-08-02 14:58:37,0.3
2020-08-02 14:58:38,-1.5
2020-08-02 14:58:39,-2
2020-08-02 14:58:40,-0.4
2020-08-02 14:58:41,-0.8
2020-08-02 14:58:42,-1.6
2020-08-02 14:58:43,-1.3
2020-08-02 14:58:44,-0.7
2020-08-02 14:58:45,-1.2
2020-08-02 14:58:46,-1.5
2020-08-02 14:58:47,-1.1
2020-08-02 14:58:48,-1
2020-08-02 14:58:49,-1
2020-08-02 14:58:50,-1.2
2020-08-02 14:58:51,-1.2
2020-08-02 14:58:52,-1.1
2020-08-02 14:58:53,-1
2020-08-02 14:58:54,-1
2020-08-02 14:58:55,-1.1
2020-08-02 14:58:56,-1.2
2020-08-02 14:58:57,-1.2
2020-08-02 14:58:58,-1.1
2020-08-02 14:58:59,-1.2
2020-08-02 14:59:00,-1.1
2020-08-02 14:59:01,-1
2020-08-02 14:59:02,-1.3
2020-08-02 14:59:03,-1.2
2020-08-02 14:59:04,-1.1
2020-08-02 14:59:05,-1.1
2020-08-02 14:59:06,-1.1
2020-08-02 14:59:07,-1.1
2020-08-02 14:59:08,-1
2020-08-02 14:59:09,-0.8
2020-08-02 14:59:10,-0.9
2020-08-02 14:59:11,-1.1
2020-08-02 14:59:12,-5
2020-08-02 14:59:13,-18.2
2020-08-02 14:59:14,1.5
2020-08-02 14:59:15,18.9
2020-08-02 14:59:16,-97.2
2020-08-02 14:59:17,-86.1
2020-08-02 14:59:18,-83.6
2020-08-02 14:59:19,-87.4
2020-08-02 14:59:20,-87.3
2020-08-02 14:59:21,-84.2
2020-08-02 14:59:22,-86.1
2020-08-02 14:59:23,-87
2020-08-02 14:59:24,65.8
2020-08-02 14:59:25,81.6
2020-08-02 14:59:26,82.9
2020-08-02 14:59:27,83.9
2020-08-02 14:59:28,84.5
2020-08-02 14:59:29,86
2020-08-02 14:59:30,86.6
2020-08-02 14:59:31,87.6
2020-08-02 14:59:32,88.1
2020-08-02 14:59:33,89.5
2020-08-02 14:59:34,90
2020-08-02 14:59:35,-86.6
2020-08-02 14:59:36,-84.6
2020-08-02 14:59:37,-87.9
2020-08-02 14:59:38,-88.3
2020-08-02 14:59:39,-86.7
2020-08-02 14:59:40,-87.5
2020-08-02 14:59:41,-88.5
2020-08-02 14:59:42,-89.1
2020-08-02 14:59:43,-87.8
2020-08-02 14:59:44,-85.1
2020-08-02 14:59:45,-82.4
2020-08-02 14:59:46,-79.2
2020-08-02 14:59:47,-74
2020-08-02 14:59:48,-72.9
2020-08-02 14:59:49,-71.6
2020-08-02 14:59:50,-85.9
2020-08-02 14:59:51,-82.9
2020-08-02 14:59:52,-83.8
2020-08-02 14:59:53,-87.1
2020-08-02 14:59:54,-88.2
2020-08-02 14:59:55,-85.9
2020-08-02 14:59:56,-85.8
2020-08-02 14:59:57,-90.1
2020-08-02 14:59:58,-91.7
2020-08-02 14:59:59,-90.1
2020-08-02 15:00:00,-86.1
2020-08-02 15:00:01,-4.3
2020-08-02 15:00:02,61.7
2020-08-02 15:00:03,65.8
2020-08-02 15:00:04,68.2
2020-08-02 15:00:05,68
2020-08-02 15:00:06,86.4
2020-08-02 15:00:07,84.4
2020-08-02 15:00:08,85.3
